address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"1100 BLOCK AMANDA AVE PITTSBURGH, PA 15210",3,0,3,0,0,0,2016,2,2,Carrick,4,29,42003290200,3,3,4-12,40.4054831758939,-79.9892749739226
"4900 BLOCK DEARBORN ST PITTSBURGH, PA 15224",3,0,1,0,2,0,2017,9,6,Garfield,9,10,42003101700,2,5,3-4,40.4660512320495,-79.9450371897534
"SUSQUEHANNA ST & ROSEDALE ST PITTSBURGH, PA 15221",3,0,3,0,0,0,2019,11,2,Homewood South,9,13,42003130400,2,5,3-17,40.4492492126122,-79.8872852454102
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",3,0,1,0,2,0,2016,12,3,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"FERNDALE ST & ANGORA WAY PITTSBURGH, PA 15221",3,0,0,0,3,0,2016,12,3,Homewood North,9,13,42003130100,2,5,3-17,40.4593234144379,-79.8842452214162
"3400 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",3,1,1,0,0,1,2016,2,4,Brighton Heights,1,27,42003270300,1,1,1-14,40.4763858999285,-80.0397246911833
"2900 BLOCK MULLINS ST PITTSBURGH, PA 15212",3,0,2,0,1,0,2017,10,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4704113247902,-80.0319630518536
"5600 BLOCK PENN AVE PITTSBURGH, PA 15206",3,1,0,2,0,0,2016,12,4,East Liberty,9,8,42003111500,2,5,3-23,40.4630199063802,-79.9302782071914
"4100 BLOCK CABINET ST PITTSBURGH, PA 15224",3,0,3,0,0,0,2020,5,5,,,,,,5,,,
"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",3,0,3,0,0,0,2016,2,6,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458030664507,-80.0523889710639
"2300 BLOCK WILNER DR PITTSBURGH, PA 15221",3,0,2,0,1,0,2021,6,5,East Hills,9,13,42003130600,2,5,3-19,40.4546516400957,-79.8698502042839
"ARABELLA ST & SUNCREST ST PITTSBURGH, PA 15210",3,0,3,0,0,0,2019,1,6,Bon Air,3,30,42003562400,5,3,4-7,40.4114013379865,-79.9968005745231
"BRIGHTON RD & TERMON AVE PITTSBURGH, PA 15212",3,1,2,0,0,0,2016,3,2,Brighton Heights,1,27,42003270100,1,1,1-14,40.4830608671438,-80.035424371002
"CALISTOGA ST & EAST HILLS DR PITTSBURGH, PA 15221",3,1,1,1,0,0,2017,1,2,East Hills,9,13,42003130600,2,5,3-19,40.4525021026852,-79.8736281625043
"3300 BLOCK EASTMONT AVE PITTSBURGH , PA 15216",3,0,3,0,0,0,2018,3,4,,,,,,OSC,,,
"7000 BLOCK MT VERNON ST PITTSBURGH, PA 15208",3,0,3,0,0,0,2016,3,4,Homewood North,9,13,42003130100,2,5,3-18,40.4625297665184,-79.8995187532851
"1300 BLOCK PAULSON AVE PITTSBURGH, PA 15206",3,0,2,1,0,0,2019,8,3,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4686267994031,-79.9011653372096
"ARABELLA ST & SUNCREST ST PITTSBURGH, PA 15210",3,0,3,0,0,0,2019,1,6,Bon Air,3,30,42003562400,5,3,4-7,40.4114013379865,-79.9968005745231
"2700 BLOCK VETERAN ST PITTSBURGH, PA 15214",3,0,1,0,1,1,2017,12,1,Perry South,6,26,42003261500,1,1,1-23,40.4726474261746,-80.0093854150508
"7000 BLOCK CAMPANIA AVE PITTSBURGH, PA 15206",3,0,3,0,0,0,2019,2,2,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4747859943616,-79.8937518242321
"400 BLOCK MAYVILLE AVE PITTSBURGH, PA 15226",3,0,1,1,1,0,2017,12,3,Brookline,4,19,42003191700,5,6,4-26,40.4017078991706,-80.0153356248682
"900 BLOCK CLIMAX ST PITTSBURGH, PA 15210",3,0,3,0,0,0,2019,12,4,Allentown,3,18,42003180300,5,3,4-6,40.4200622676354,-79.9904691297034
"400 BLOCK ROSEDALE ST PITTSBURGH, PA 15221",3,1,1,0,0,1,2021,1,5,,9,,42003130400,,5,3-16,40.447688780542,-79.8881626598822
"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",3,1,0,0,2,0,2015,7,1,Perry South,6,25,42003261400,1,1,1-10,40.4644724553885,-80.0105823622413
"FRANKSTOWN AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",3,0,2,1,0,0,2015,7,1,East Liberty,9,12,42003120800,2,5,3-10,40.4608138066626,-79.9158059461369
"S 20TH ST & E CARSON ST PITTSBURGH, PA 15203",3,0,3,0,0,0,2017,12,6,South Side Flats,3,17,42003170200,3,3,4-24,40.428595785892,-79.9776392558155
"2900 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",3,0,3,0,0,0,2015,7,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4717951395979,-80.0270291384735
"3000 BLOCK MERWYN AVE PITTSBURGH, PA 15204",3,0,1,1,1,0,2019,3,5,Sheraden,2,20,42003562500,5,6,1-16,40.4572755472928,-80.0518596858958
"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",3,0,1,2,0,0,2017,2,3,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
"HILLSBORO ST & BRIDGELY WAY PITTSBURGH, PA 15204",2,0,1,1,0,0,2016,3,5,Sheraden,2,20,42003562500,5,6,1-16,40.4536230081577,-80.0530477778621
"2900 BLOCK ZEPHYR AVE PITTSBURGH, PA 15204",2,0,2,0,0,0,2016,5,2,Sheraden,2,20,42003562500,5,6,1-16,40.4547846707882,-80.0520014330687
"200 BLOCK ALRIES ST PITTSBURGH, PA 15210",2,0,0,1,1,0,2018,5,3,Carrick,4,29,42003290200,3,3,4-12,40.3995759692895,-79.9856229912804
"100 BLOCK LACLEDE ST PITTSBURGH, PA 15211",2,0,2,0,0,0,2021,11,0,Mount Washington,3,18,42003180700,5,3,4-5,40.4238075700053,-80.003152486922
"1600 BLOCK PENN AVE PITTSBURGH, PA 15222",2,0,2,0,0,0,2016,3,6,Strip District,7,2,42003020300,6,2,2-3,40.4488350628836,-79.987472181919
"300 BLOCK N TAYLOR AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,11,5,Central Northside,1,22,42003220600,1,1,1-21,40.4568543823229,-80.010270551041
"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",2,0,2,0,0,0,2019,3,3,Allegheny West,1,22,42003562700,1,1,1-7,40.4512027400746,-80.016517610987
"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.4697219736393,-80.0079441386222
"1700 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",2,0,1,1,0,0,2015,1,0,Mount Oliver Borough,3,0,42003170600,0,3,4-6,40.4176189902752,-79.9864357729389
"SPRING GARDEN AVE & HAUG ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,6,3,Spring Garden,1,26,42003241200,1,1,1-11,40.4668891031378,-79.9852067159196
"7100 BLOCK HERMITAGE ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2019,12,5,Homewood North,9,13,42003130200,2,5,3-18,40.4607187563883,-79.897505025281
"200 BLOCK WILBUR ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2020,10,6,Knoxville,3,30,42003300100,5,3,4-7,40.4074431006746,-79.9925986155206
"3100 BLOCK BERGMAN ST PITTSBURGH, PA 15204",2,0,2,0,0,0,2020,9,3,Sheraden,2,20,42003562500,5,6,1-16,40.4568937273452,-80.0548705885976
"4700 BLOCK SYLVAN AVE PITTSBURGH, PA 15207",2,0,0,0,2,0,2020,9,4,Hazelwood,5,15,42003562900,3,4,2-13,40.4135628425651,-79.9428868353234
"2600 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,2,0,0,0,2021,3,0,Perry South,6,26,42003261500,1,1,1-23,40.4711339361923,-80.0085176085982
"2100 BLOCK SARAH ST PITTSBURGH, PA 15203",2,2,0,0,0,0,2015,9,6,South Side Flats,3,16,42003160900,3,3,4-24,40.4274305580602,-79.9761229323826
"DE RUAD ST & WYANDOTTE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2015,9,2,,,,,,4,,,
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",2,0,2,0,0,0,2020,1,2,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"600 BLOCK HILLSBORO ST PITTSBURGH, PA 15204",2,0,2,0,0,0,2015,2,5,,,,,,6,,,
"2800 BLOCK STEINER ST PITTSBURGH, PA 15227",2,1,1,0,0,0,2020,5,1,Carrick,4,29,42003290400,3,3,4-15,40.3900298652054,-79.9734034390884
"2200 BLOCK WYLIE AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,4,3,Middle Hill,6,5,42003050100,3,2,2-5,40.4458872927983,-79.9763280372264
"VINCETON ST & WABANA ST PITTSBURGH, PA 15214",2,0,2,0,0,0,2018,5,6,Perry North,1,26,42003260200,1,1,1-15,40.4917692796171,-80.0221954432528
"1700 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15212",2,1,0,1,0,0,2015,2,5,Perry South,6,25,42003250300,1,1,1-10,40.4603961926616,-80.0097081468016
"7200 BLOCK EVERTON ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2017,6,2,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4630246455571,-79.8927748218198
"1400 BLOCK CHICAGO ST PITTSBURGH, PA 15214",2,0,2,0,0,0,2021,8,2,,,,,,1,,,
"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2018,3,1,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
"900 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,2,5,,,,,,1,,,
"300 BLOCK LOMBARD ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2016,4,6,,,,,,2,,,
"100 BLOCK HARWOOD WAY PITTSBURGH, PA 15211",2,0,0,2,0,0,2019,11,5,,,,,,3,,,
"700 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",2,0,2,0,0,0,2016,8,4,Glen Hazel,5,15,42003562300,3,4,2-13,40.405805081466,-79.933455881494
"MONTICELLO ST & N LANG AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2018,6,0,Homewood North,9,13,42003130100,2,5,3-17,40.4597267618213,-79.8978246372573
"1700 BLOCK BROADHEAD ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2021,5,6,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2016,3,4,,,,,,5,,,
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2018,2,6,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"WESTERN AVE & CHATEAU ST RAMP PITTSBURGH, PA 15233",2,0,1,1,0,0,2015,6,5,Chateau,6,21,42003980600,1,1,1-8,40.4505894889659,-80.0269223013746
"ZENITH WAY & KELLY ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2019,5,6,Homewood South,9,13,42003130300,2,5,3-17,40.4554124330214,-79.8964938618693
"500 BLOCK W PROSPECT AVE PITTSBURGH, PA 15205",2,0,2,0,0,0,2018,6,1,Fairywood,2,28,42003563000,5,6,1-16,40.4476160280717,-80.0812394753859
"400 BLOCK S 27TH. ST PITTSBURGH, PA 15203",2,0,0,2,0,0,2016,7,2,,,,,,3,,,
"5TH AVE & STEVENSON ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2020,10,3,Central Business District,6,3,42003020100,3,2,2-4,40.4386152271779,-79.9864656933491
"40TH ST & BUTLER ST PITTSBURGH, PA 15201",2,0,2,0,0,0,2015,10,2,Lower Lawrenceville,7,9,42003060300,2,2,3-3,40.4687151264331,-79.9622939866172
"800 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",2,0,2,0,0,0,2021,1,5,Allentown,3,18,42003180300,5,3,4-6,40.4218022561637,-79.9937050598573
"CALIFORNIA AVE & BENTON AVE PITTSBURGH, PA",2,0,2,0,0,0,2018,6,1,Brighton Heights,1,27,42003270100,1,1,1-14,40.4843927797056,-80.0404817697444
"6900 BLOCK CHAUCER ST PITTSBURGH, PA 15208",2,0,1,0,1,0,2016,8,5,Homewood West,9,12,42003120700,2,5,3-18,40.4640494271725,-79.9005818143447
"KOERNER AVE & LAFAYETTE AVE PITTSBURGH, PA 15214",2,0,2,0,0,0,2020,9,5,Perry South,6,26,42003261400,1,1,1-10,40.4649908634258,-80.010772772732
"200 BLOCK YOSEMITE DR PENN HILLS, PA 15235",2,0,2,0,0,0,2017,6,4,,,,42003523501,,OSC,,40.4754727573883,-79.8154838256318
"S 22ND ST & E CARSON ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2017,3,4,South Side Flats,3,16,42003160900,3,3,4-24,40.42842082423,-79.9746421516966
"2200 BLOCK WALTON AVE PITTSBURGH, PA 15210",2,0,1,0,0,1,2017,6,4,Overbrook,4,32,42003320400,5,3,4-23,40.3883277606292,-79.9935609605928
"800 BLOCK BALDWIN RD PITTSBURGH, PA 15207",2,0,2,0,0,0,2020,2,2,Hays,5,31,42003562900,3,4,4-20,40.3777161525956,-79.9376642162426
"S 18TH ST & WRIGHTS WAY PITTSBURGH, PA 15203",2,0,2,0,0,0,2017,12,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4292363448493,-79.9805170263058
"800 BLOCK 8TH ST MCKEES ROCKS, PA 15136",2,0,2,0,0,0,2019,2,4,,,,,,OSC,,,
"<100 BLOCK SEINE WAY PITTSBURGH, PA 15213",2,0,1,0,1,0,2015,10,3,West Oakland,6,5,42003040200,3,4,2-10,40.4425634750395,-79.9667066116475
"1200 BLOCK WOODS RUN AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2020,6,2,,,,42003561200,,1,3-16,40.4453528891864,-79.8836651865202
"1100 BLOCK MORRISON ST PITTSBURGH, PA 15212",2,0,1,0,0,1,2017,6,5,California-Kirkbride,6,21,42003250700,1,1,1-9,40.4601094098164,-80.0230750511605
"1900 BLOCK MANHATTAN ST PITTSBURGH, PA 15233",2,0,1,0,1,0,2021,6,0,Manchester,6,21,42003210700,1,1,1-8,40.4586288698008,-80.0278129497456
"8600 BLOCK BRICELYN ST PITTSBURGH, PA 15221",2,0,2,0,0,0,2021,6,0,East Hills,9,13,42003130600,2,5,3-17,40.4578647734886,-79.8743592274177
"2300 BLOCK SOMERS ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,5,0,,,,,,2,,,
"5100 BLOCK COLUMBO ST PITTSBURGH, PA 15224",2,0,1,1,0,0,2015,3,1,Garfield,9,10,42003101600,2,5,3-4,40.4702809660058,-79.9402690934677
"S 17TH ST & MURIEL ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2016,8,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4301889259254,-79.9819157604079
"4600 BLOCK LIBERTY AVE PITTSBURGH, PA 15224",2,0,2,0,0,0,2015,10,3,Bloomfield,7,8,42003080200,2,5,3-6,40.4624106947672,-79.9508853954945
"600 BLOCK OLYMPIA RD PITTSBURGH, PA 15211",2,0,1,1,0,0,2021,8,4,Mount Washington,2,19,42003190300,5,3,4-1,40.4297751038859,-80.0179693886002
"2300 BLOCK MANNHEIM ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,1,5,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.462758807055,-80.0298991696251
"7200 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",2,0,1,1,0,0,2015,3,2,Homewood South,9,13,42003130300,2,5,3-17,40.4546203094633,-79.8974964063787
"4700 BLOCK MONONGAHELA ST PITTSBURGH, PA 15207",2,0,0,0,1,1,2021,2,1,Hazelwood,5,15,42003562900,3,4,2-13,40.4134989946425,-79.9437525947838
"300 BLOCK STATION SQUARE DRW PITTSBURGH, PA 15219",2,0,1,0,1,0,2019,10,0,South Shore,2,19,42003980700,5,3,4-2,40.4349870298907,-80.0069907151145
"6800 BLOCK LYRIC ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2020,4,0,Homewood West,9,12,42003120700,2,5,3-15,40.4635188578133,-79.9033047506445
"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",2,0,1,1,0,0,2020,7,3,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
"TYSON WAY & BATAVIA ST PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,7,1,East Hills,9,13,42003130600,2,5,3-17,40.4537122748806,-79.8849204471909
"BENNETT ST & N MURTLAND ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2017,7,0,Homewood West,9,13,42003130300,2,5,3-17,40.457562320738,-79.901482470919
"3300 BLOCK W CARSON ST PITTSBURGH, PA 15204",2,0,2,0,0,0,2019,5,2,Esplen,2,20,42003562500,5,6,1-27,40.4621870564532,-80.0512907083385
"LYTLE ST & PATH WAY PITTSBURGH, PA 15207",2,0,2,0,0,0,2017,3,4,Hazelwood,5,15,42003562900,3,4,2-13,40.4071652733626,-79.9454952999785
"2000 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2017,9,3,,,,,,2,,,
"MELWOOD AVE & CENTRE AVE PITTSBURGH, PA 15213",2,0,2,0,0,0,2018,7,2,North Oakland,8,4,42003562000,3,4,2-23,40.4522413069419,-79.9508652017514
"PERRYSVILLE AVE & MARSHALL RD PITTSBURGH, PA 15214",2,1,1,0,0,0,2015,3,2,Perry North,1,26,42003260700,1,1,1-23,40.4781698148745,-80.0120669101136
"300 BLOCK HERSHEY RD PITTSBURGH, PA 15235",2,0,2,0,0,0,2017,2,1,,,,,,OSC,,,
"2500 BLOCK PARK HILL DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2021,12,4,East Hills,9,13,42003130600,2,5,3-19,40.4561140005372,-79.8732271471488
"700 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",2,0,2,0,0,0,2018,7,2,Northview Heights,1,26,42003260900,1,1,1-13,40.4759997700279,-79.9982412589835
"THOMAS ST & 5TH AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,7,4,Larimer,9,12,42003120800,2,5,3-14,40.4549228221401,-79.9114216197368
"2100 BLOCK STRAUBS LN PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,10,6,Troy Hill,1,24,42003240600,1,1,1-2,40.4697377023389,-79.9794737264101
"700 BLOCK TARRAGONNA ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2021,12,4,,,,,,3,,,
"500 BLOCK LINCOLN AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2021,12,4,Larimer,9,12,42003120800,2,5,3-12,40.4610662679211,-79.9097548380336
"2200 BLOCK N CHARLES ST PITTSBURGH, PA 15214",2,0,0,1,0,1,2015,3,3,Perry South,6,25,42003261400,1,1,1-12,40.4632224974554,-80.0198326978433
"<100 BLOCK NIMICK PL PITTSBURGH, PA 15221",2,0,1,1,0,0,2021,7,1,East Hills,9,13,42003130600,2,5,3-17,40.4501493601803,-79.8830697043311
"400 BLOCK ELLA ST PITTSBURGH, PA 15224",2,0,2,0,0,0,2021,8,5,Bloomfield,7,8,42003080200,2,5,3-1,40.4618776192998,-79.9528584996238
"BRYN MAWR RD & IOWA ST PITTSBURGH, PA 15219",2,0,0,2,0,0,2015,3,3,Upper Hill,6,5,42003050600,3,2,2-22,40.4514666457362,-79.9572541186785
"SCHENLEY AVE & COLUMBO ST PITTSBURGH, PA 15224",2,0,2,0,0,0,2021,4,4,Garfield,9,10,42003101600,2,5,3-4,40.471110575211,-79.9426354268535
"400 BLOCK N AIKEN AVE PITTSBURGH, PA 15206",2,0,1,0,0,1,2016,9,3,Garfield,9,11,42003111400,2,5,3-4,40.4677883800745,-79.9343437740178
"1100 BLOCK BASIN ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,7,2,Troy Hill,1,24,42003240600,1,1,1-2,40.4577862311245,-79.9897971490498
"2300 BLOCK MANNHEIM ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,2,4,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.462758807055,-80.0298991696251
"5500 BLOCK BLACK ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2016,9,3,Garfield,9,11,42003111400,2,5,3-4,40.4693956489147,-79.9298807872568
"CAKE WAY & CASEMENT ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,10,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4705566616882,-80.0310131517676
"6200 BLOCK AUBURN ST PITTSBURGH, PA 15206",2,0,1,1,0,0,2017,7,2,Larimer,9,12,42003120800,2,5,3-10,40.4663550910787,-79.9166537097416
"LINCOLN AVE & APPLE AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2015,11,1,Lincoln-Lemington-Belmar,9,12,42003130100,2,5,3-15,40.464508469583,-79.8996027850485
"JAMES ST & SUISMON ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,3,2,East Allegheny,1,23,42003563200,1,1,1-6,40.4550914096981,-80.0011281356903
"7200 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",2,0,1,0,1,0,2020,7,3,Homewood South,9,13,42003130300,2,5,3-17,40.4573889155008,-79.8962697960688
"AUBURN ST & LARIMER AVE PITTSBURGH, PA 15206",2,0,1,1,0,0,2015,3,5,Larimer,9,12,42003120800,2,5,3-10,40.4638673486009,-79.9167727657477
"WOODS RUN AVE & BRIGHTON RD PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,9,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.4764971519817,-80.0317220369235
"800 BLOCK BRYN MAWR RD PITTSBURGH, PA 15219",2,0,1,0,1,0,2020,9,6,Upper Hill,6,5,42003050600,3,2,2-22,40.4523591746224,-79.9602433521871
"100 BLOCK ELMONT ST PITTSBURGH, PA 15205",2,0,1,0,0,1,2019,9,2,,,,,,6,,,
"1000 BLOCK NORWICH AVE PITTSBURGH, PA 15226",2,0,0,2,0,0,2016,5,1,Brookline,4,19,42003191800,5,6,4-26,40.3883488034806,-80.0208725753345
"ROETHLEIN WAY & WELSER WAY PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,4,2,Spring Garden,1,24,42003241200,1,1,1-5,40.4596020568515,-79.9924829500218
"100 BLOCK GARETTA ST PITTSBURGH, PA 15217",2,0,1,1,0,0,2019,1,2,,,,,,4,,,
"7200 BLOCK HERMITAGE ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2019,2,2,Homewood North,9,13,42003130200,2,5,3-17,40.4599975529861,-79.8951528065961
"HAMLIN ST & FULTON ST PITTSBURGH, PA 15233",2,0,2,0,0,0,2020,3,1,Manchester,6,21,42003210700,1,1,1-8,40.4529531198273,-80.0243025928606
"3200 BLOCK SACRAMENTO AVE PITTSBURGH, PA 15204",2,0,2,0,0,0,2017,3,2,Sheraden,2,20,42003562500,5,6,1-16,40.4594141126903,-80.0520919378589
"4900 BLOCK DEARBORN ST PITTSBURGH, PA 15224",2,0,2,0,0,0,2022,1,0,Garfield,9,10,42003101700,2,5,3-4,40.4660512320495,-79.9450371897534
"1600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",2,0,2,0,0,0,2021,7,3,Carrick,4,29,42003290200,3,3,4-12,40.3998045691587,-79.9890669688938
"600 BLOCK COMMONWEALTH PL PITTSBURGH, PA 15222",2,0,2,0,0,0,2021,8,6,Central Business District,6,2,42003020100,6,2,1-3,40.4417408925392,-80.0064088164826
"PUTNAM ST & FRANKSTOWN AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,4,0,Larimer,9,12,42003120800,2,5,3-10,40.4599551157416,-79.9123809393205
"200 BLOCK W WOODFORD AVE PITTSBURGH, PA 15210",2,0,1,0,1,0,2019,2,3,Carrick,4,29,42003290200,3,3,4-12,40.3928897823616,-79.9829088425208
"FELICIA WAY & ZENITH WAY PITTSBURGH, PA 15208",2,0,1,0,1,0,2020,2,2,Homewood South,9,13,42003130300,2,5,3-17,40.4568282602429,-79.895956590568
"900 BLOCK RINGGOLD ST PITTSBURGH, PA 15205",2,0,1,0,0,1,2020,7,3,Crafton Heights,2,28,42003281400,5,6,1-17,40.4452717583875,-80.0468226111167
"ROYAL ST & EAST ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,7,1,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4659857433645,-79.9997499383579
"500 BLOCK PROTECTORY PL PITTSBURGH, PA 15219",2,0,1,0,0,1,2015,4,1,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4414802840402,-79.9850242704509
"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",2,0,0,2,0,0,2016,9,6,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458030664507,-80.0523889710639
"JAMES ST & SUISMON ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,3,3,East Allegheny,1,23,42003563200,1,1,1-6,40.4550914096981,-80.0011281356903
"1300 BLOCK HODGKISS ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,4,1,Marshall-Shadeland,1,27,42003270400,1,1,1-14,40.4671486147232,-80.0295990648808
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,8,5,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
"2300 BLOCK CANDACE ST PITTSBURGH, PA 15216",2,0,1,1,0,0,2015,11,5,Beechview,4,19,42003192000,5,6,4-28,40.4025398697942,-80.0321500227608
"1200 BLOCK MOHLER ST PITTSBURGH, PA 15221",2,0,2,0,0,0,2015,11,5,Homewood North,9,13,42003130100,2,5,3-17,40.4593708354313,-79.8864602237102
"5100 BLOCK COLUMBO ST PITTSBURGH, PA 15224",2,0,1,1,0,0,2018,8,5,Garfield,9,10,42003101600,2,5,3-4,40.4702809660058,-79.9402690934677
"400 BLOCK N AIKEN AVE PITTSBURGH, PA 15206",2,0,0,1,1,0,2017,7,6,Garfield,9,11,42003111400,2,5,3-4,40.4677883800745,-79.9343437740178
"200 BLOCK BURROWS ST PITTSBURGH, PA 15213",2,0,2,0,0,0,2017,3,2,Terrace Village,6,4,42003040200,3,2,2-10,40.4385720822129,-79.9680706037299
"CHARLES ST & BELTZHOOVER AVE PITTSBURGH, PA 15210",2,0,2,0,0,0,2019,6,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.4164198090077,-79.9972065675034
"1700 BLOCK MAIN ST SHARPSBURGH, PA 15215",2,0,2,0,0,0,2018,1,4,,,,42003424000,,OSC,,40.4946909619736,-79.9227787589591
"600 BLOCK WINFIELD ST PITTSBURGH, PA 15206",2,0,1,0,1,0,2015,12,4,,,,,,5,,,
"COAST AVE & BROADWAY AVE PITTSBURGH, PA 15216",2,0,2,0,0,0,2017,7,6,Beechview,4,19,42003192000,5,6,4-28,40.4086655308067,-80.0247984721636
"100 BLOCK MT OLIVER ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2016,4,6,Arlington,3,16,42003561600,3,3,4-8,40.4171160909649,-79.9776394838539
"200 BLOCK KELLY AVE PITTSBURGH, PA 15221",2,1,1,0,0,0,2020,12,2,,,,42003560500,,OSC,3-16,40.4410448432536,-79.8942399921335
"3300 BLOCK CENTRAL AVE PITTSBURGH, PA 15212",2,0,1,1,0,0,2019,10,1,,,,,,1,,,
