address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"S 18TH ST & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,8,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4287665592296,-79.9805652715853
"1200 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2018,8,5,Strip District,7,2,42003020300,6,2,2-3,40.4457244322388,-79.9919081766795
"15TH ST & MULBERRY WAY PITTSBURGH, PA 15222",1,0,1,0,0,0,2018,8,5,Strip District,7,2,42003020300,6,2,2-3,40.4483571208615,-79.989007256317
"BOGGSTON AVE & W WARRINGTON AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2018,8,6,Mount Washington,3,19,42003562400,5,3,4-16,40.4200955403103,-80.0076806443939
"400 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,8,6,Knoxville,3,30,42003300100,5,3,4-7,40.4132526275657,-79.9891288578756
"8000 BLOCK BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,8,6,East Hills,9,13,42003130600,2,5,3-17,40.4539325993753,-79.8841190303238
"PENN AVE & N HIGHLAND AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,9,0,East Liberty,9,8,42003111500,2,5,3-8,40.4614220791187,-79.9248213510388
"2800 BLOCK COBDEN ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,9,0,South Side Slopes,3,16,42003160800,3,3,4-22,40.4197051847129,-79.9690271609084
"600 BLOCK CERES WAY PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,9,0,Allentown,3,18,42003180300,5,3,4-5,40.4232275902012,-79.9974245324308
"GREELEY ST & JOSEPHINE ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,9,0,South Side Slopes,3,16,42003160800,3,3,4-24,40.4248019517777,-79.9742398889982
"1600 BLOCK BROADHEAD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,9,0,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4687375721729,-79.891782743761
"800 BLOCK CRUCIBLE ST PITTSBURGH, PA 15220",1,0,0,1,0,0,2018,9,0,Elliott,2,20,42003562600,5,6,1-17,40.44195966402,-80.0398303428833
"100 BLOCK DEWITT ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,9,0,Mount Washington,2,19,42003191400,5,3,4-27,40.4245005376682,-80.0099413070477
"200 BLOCK PENN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,9,1,,,,42003560400,,OSC,3-16,40.4460138149813,-79.8926767564919
"300 BLOCK CEDAR AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,9,2,East Allegheny,1,22,42003563200,1,1,1-20,40.4508935599436,-80.0009078039902
"CASINO DR & SPROAT WAY PITTSBURGH, PA 15233",1,0,1,0,0,0,2018,9,2,Chateau,6,21,42003980600,6,1,1-8,40.4466775894614,-80.0198561226378
"5900 BLOCK NORTHUMBERLAND ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,9,2,Squirrel Hill North,8,14,42003140300,3,4,2-18,40.4418203928528,-79.9198682496475
"FISHER ST & RECTENWALD ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,9,2,Mt. Oliver,3,16,42003561700,3,3,4-8,40.411266388407,-79.9795683820684
"2000 BLOCK STRAUBS LN PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,9,2,Troy Hill,1,24,42003240600,1,1,1-2,40.4681721892818,-79.9809342704349
"1600 BLOCK CUMBERLAND ST PITTSBURGH, PA 15205",1,0,0,0,1,0,2018,9,3,Crafton Heights,2,28,42003281500,5,6,1-18,40.4398373341369,-80.0587111676283
"5500 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,9,3,East Liberty,7,11,42003111300,2,5,3-9,40.4723059653236,-79.9283252795667
"400 BLOCK BARK ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,9,3,Perry South,6,26,42003261400,1,1,1-22,40.4677468596617,-80.005890875849
"2300 BLOCK SPRING ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,9,3,Arlington,3,16,42003561600,3,3,4-8,40.4161357860116,-79.9745913952801
"400 BLOCK EDGEMONT ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2018,9,4,Mount Washington,3,18,42003180700,5,3,4-5,40.4222565926704,-80.0005935867897
"2000 BLOCK REDROSE AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,9,4,Carrick,4,29,42003290200,3,3,4-12,40.3955630199867,-79.981727723521
"1900 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,9,4,Westwood,2,28,42003563100,5,6,1-18,40.4359838396036,-80.0520420475639
"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,0,0,0,1,2018,9,4,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
"2000 BLOCK MCNARY BLVD PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,9,5,,,,42003561400,,OSC,3-20,40.4472224461691,-79.8611094563557
"2100 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2018,9,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4470578842206,-79.9806857398547
"1100 BLOCK HARVARD CIR PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,9,5,Brighton Heights,1,27,42003270800,1,1,1-14,40.4844903926459,-80.031464444391
"1500 BLOCK BEECHVIEW AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2018,9,5,Beechview,4,19,42003191600,5,6,4-28,40.4128760130291,-80.0251386963989
"2300 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,9,5,Arlington,3,16,42003561600,3,3,4-22,40.4170953227887,-79.974442322233
"PENN AVE & STANWIX ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2018,9,5,Central Business District,6,2,42003020100,6,2,1-3,40.4422208398186,-80.0041173787434
"2300 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,9,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4452063255589,-79.9739501417396
"BREKER ST & DICKSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,9,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4700170385281,-80.0290668389414
"600 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,9,6,Northview Heights,1,26,42003260900,1,1,1-13,40.4768008945595,-79.9994473921099
"1400 BLOCK WOODS RUN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.476196044009,-80.0333596847318
"800 BLOCK BOGGS AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,9,6,Mount Washington,4,19,42003191500,5,3,4-27,40.4184977479424,-80.0124149933919
"800 BLOCK SUISMON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,9,6,East Allegheny,1,23,42003563200,1,1,1-5,40.4557815855315,-79.9973225141308
"6600 BLOCK ROWAN ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,10,0,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4651182799984,-79.9045384779845
"BELLEAU DR & BELLEAU ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,10,0,Fineview,6,25,42003250900,1,1,1-10,40.4620557352918,-80.0080922615428
"COLLINS AVE & NEGLEY RUN BLVD PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,10,0,East Liberty,9,11,42003120800,2,5,3-8,40.465139111138,-79.9198595634653
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,10,0,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"THOMAS ST & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,10,1,Point Breeze North,9,14,42003140500,2,4,3-14,40.4509324146841,-79.9000893718294
"1600 BLOCK FALCK AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,10,1,Brighton Heights,1,27,42003270300,1,1,1-14,40.4784570605183,-80.0388823857297
"4000 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,10,1,Perry North,1,26,42003260200,1,1,1-15,40.4911350578208,-80.0199022706397
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,0,0,0,1,2018,10,1,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,10,1,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"100 BLOCK WALTER ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,10,2,Allentown,3,18,42003180300,5,3,4-21,40.4217697728822,-79.9947935708787
"3100 BLOCK CORDELL PL PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,10,2,Arlington Heights,3,16,42003561600,3,3,4-8,40.4177171713236,-79.963452973864
"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,0,1,0,0,2018,10,2,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,10,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,1,0,0,0,0,2018,10,3,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"1700 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,10,3,Central Northside,6,25,42003250300,1,1,1-21,40.458529066572,-80.0158935817082
"7100 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,10,3,Homewood South,9,13,42003130300,2,5,3-17,40.4560278314367,-79.8992277746991
"OHIO RIVER BLVD & MILLERTON AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,10,3,Brighton Heights,1,27,42003270100,1,1,1-14,40.4815212639812,-80.046072885908
"N BRADDOCK AVE & FINANCE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,10,4,Homewood South,9,13,42003130400,2,5,3-17,40.4506809315127,-79.8925243573931
"4900 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,10,5,Hazelwood,5,15,42003562300,3,4,2-13,40.4097751007678,-79.9443669504557
"200 BLOCK E ELIZABETH ST PITTSBURGH, PA 15207",1,0,0,0,1,0,2018,10,5,Hazelwood,5,15,42003562300,3,4,2-13,40.4071916178703,-79.9413680299738
"100 BLOCK S 12TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,10,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4274450786451,-79.9865036263491
"LETSCHE ST & BELLEAU ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2018,10,5,Fineview,6,25,42003250900,1,1,1-10,40.4620557352918,-80.0080922615428
"S 18TH ST & SIDNEY ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,10,5,South Side Flats,3,17,42003170200,3,3,4-24,40.429686859093,-79.9804717352527
"LINCOLN AVE & LEMINGTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,10,5,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-18,40.4687570060556,-79.8960503819162
"400 BLOCK KIRKPATRICK ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,10,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4444734886519,-79.975626677445
"MANHATTAN ST & W NORTH AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2018,10,5,Manchester,6,21,42003210700,1,1,1-8,40.4522138397589,-80.0257298411089
"CHARTIERS AVE & ALLENDALE ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,10,6,Sheraden,2,20,42003202200,5,6,1-16,40.4539960178771,-80.0595371477491
"MERCY ST & LETSCHE ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,10,6,Fineview,6,25,42003250900,1,1,1-10,40.4624492769042,-80.0082582282194
"<100 BLOCK MT OLIVER ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,10,6,South Side Slopes,3,17,42003170600,3,3,4-6,40.4214226708006,-79.9870884582861
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,10,6,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"1300 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,11,0,Carrick,4,29,42003290200,3,3,4-12,40.403017799321,-79.9897271616319
"4600 BLOCK IRVINE ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,11,0,Hazelwood,5,15,42003562900,3,4,2-13,40.4145605687822,-79.9459556710063
"HAMILTON AVE & ROMLEY WAY PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,11,0,Larimer,9,12,42003120800,2,5,3-10,40.4584268529581,-79.9120991862536
"400 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,11,0,South Side Flats,3,16,42003561600,3,3,4-24,40.4114976982077,-79.955890112489
"100 BLOCK RUTH ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,11,0,Mount Washington,2,19,42003191500,5,3,4-5,40.4237908892985,-80.0052318979666
"300 BLOCK 5TH AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2018,11,0,Central Business District,6,2,42003020100,6,2,1-4,40.4405261905043,-80.0002903704474
"800 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,11,1,Allentown,3,18,42003180300,5,3,4-6,40.4215398426902,-79.9935808847953
"1400 BLOCK WOODS RUN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.476196044009,-80.0333596847318
"FOUNTAIN ST & SANDUSKY ST N PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,2,Fineview,6,25,42003250900,1,1,1-10,40.4589801285747,-80.0055366981864
"1500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,2,California-Kirkbride,6,25,42003250700,1,1,1-21,40.4568744092444,-80.0165685056208
"300 BLOCK E NORTH AVE PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,11,2,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
"100 BLOCK LELIA ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,11,2,Mount Washington,4,19,42003191500,5,3,4-27,40.4218135645502,-80.0116297291058
"3200 BLOCK NIAGARA ST PITTSBURGH, PA 15213",1,0,0,1,0,0,2018,11,2,South Oakland,3,4,42003040900,3,4,2-10,40.4339267078699,-79.9604312147515
"BEDFORD AVE & MEMORY LN PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,11,3,Bedford Dwellings,6,5,42003050100,3,2,2-1,40.4475475924386,-79.9799538146062
"1100 BLOCK BRABEC ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,3,Troy Hill,1,24,42003240600,1,1,1-2,40.4585370614614,-79.9920340143178
"E NORTH AVE & EAST ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,3,East Allegheny,1,23,42003563200,1,1,1-6,40.456928487553,-79.998831308787
"1700 BLOCK BROADWAY AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2018,11,4,Beechview,4,19,42003191600,5,6,4-28,40.4084793962549,-80.0252843254653
"1500 BLOCK ORCHLEE ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,11,4,Brighton Heights,1,27,42003270100,1,1,1-14,40.4818116756836,-80.038219156623
"2000 BLOCK LEY ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,4,Troy Hill,1,24,42003240600,1,1,1-2,40.4678504182846,-79.9803406505277
"5100 BLOCK HILLCREST ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2018,11,5,Garfield,9,10,42003101700,2,5,3-4,40.4685056152456,-79.9418821790229
"1900 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,0,0,0,1,2018,11,5,Beechview,4,19,42003192000,5,6,4-26,40.4051242131925,-80.01922359698
"5500 BLOCK FAIR OAKS ST PITTSBURGH, PA 15217",1,0,0,0,0,1,2018,11,5,Squirrel Hill North,8,14,42003140200,3,4,2-8,40.4453090451424,-79.9299024521414
"100 BLOCK S 24TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,11,6,South Side Flats,3,16,42003160900,3,3,4-24,40.4275978343752,-79.9715263560433
"300 BLOCK WOODRUFF ST PITTSBURGH, PA 15211",1,0,0,0,0,1,2018,11,6,Mount Washington,2,19,42003190300,5,3,4-27,40.4309040497634,-80.0107576498142
"<100 BLOCK MT OLIVER ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,11,6,South Side Slopes,3,17,42003170600,3,3,4-6,40.4214226708006,-79.9870884582861
"TENNYSON ST & FIFTH AVE PITTSBURGH, PA",1,0,1,0,0,0,2018,11,6,North Oakland,8,4,42003982200,3,4,2-7,40.4455818200327,-79.953177255459
"300 BLOCK FREELAND ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,11,6,Beltzhoover,3,18,42003562400,5,3,4-16,40.4188378048441,-80.0022493296067
"1800 BLOCK WOODWARD AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2018,12,0,Brookline,4,19,42003191700,5,6,4-26,40.4060267931595,-80.0168807471696
"5500 BLOCK GATE LODGE WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,12,0,Hazelwood,5,15,42003562300,3,4,2-13,40.4021121371619,-79.9401335026316
"1100 BLOCK WOODS RUN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,12,0,,,,42003561200,,1,3-16,40.4444875733699,-79.883898209673
"200 BLOCK ROCHELLE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,12,0,Knoxville,3,30,42003300100,5,3,4-6,40.4151064580715,-79.9905902505923
"400 BLOCK SPARTA ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2018,12,0,Elliott,2,20,42003562600,5,6,1-17,40.4389238198934,-80.0364320055824
"6400 BLOCK DEAN ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,12,0,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4692482157972,-79.9057430066015
"BAUSMAN ST & SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2018,12,1,Bon Air,4,18,42003562400,5,3,4-18,40.4110607388867,-80.0061040393341
"CALIFORNIA AVE & BRIGHTON HEIGHTS BLVD PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,12,1,Brighton Heights,1,27,42003270100,1,1,1-14,40.4819110974695,-80.0417675719513
"200 BLOCK E ELIZABETH ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,12,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4071916178703,-79.9413680299738
"2800 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,12,2,Terrace Village,6,5,42003051000,3,2,2-5,40.4476538556454,-79.9663524209255
"600 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,12,3,South Side Flats,3,17,42003170200,3,3,4-2,40.4285983131807,-79.9935591476494
"2400 BLOCK NOBLESTOWN RD PITTSBURGH, PA 15205",1,0,0,1,0,0,2018,12,3,Oakwood,2,28,42003469000,5,6,1-19,40.426891231258,-80.055990623201
"200 BLOCK ORVILLE WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,12,3,Bloomfield,7,9,42003090300,2,5,3-6,40.4639298003909,-79.9503853254272
"7200 BLOCK SOMERSET ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,12,3,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4675638284895,-79.8942110547556
"200 BLOCK DINWIDDIE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,12,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4390819552508,-79.9807130501689
"1100 BLOCK BINGHAM ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,12,4,South Side Flats,3,17,42003170200,3,3,4-24,40.4292546297805,-79.987382150793
"7300 BLOCK SUSQUEHANNA ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,12,4,Homewood South,9,13,42003130300,2,5,3-17,40.4528766688999,-79.8964503662897
"WEBSTER AVE & WATT LN PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,12,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4499467290417,-79.9717721563541
"7700 BLOCK PENN AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,12,4,Point Breeze,9,14,42003140600,3,4,3-14,40.4463971633631,-79.893871347431
"300 BLOCK N AIKEN AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,12,4,Garfield,9,11,42003111400,2,5,3-4,40.4670775114281,-79.9347740548398
"1000 BLOCK CHARTIERS AVE PITTSBURGH, PA 15220",1,0,1,0,0,0,2018,12,5,Elliott,2,20,42003562600,5,6,1-17,40.4442082382811,-80.0406106283708
"3300 BLOCK LIBERTY AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,12,5,Lower Lawrenceville,7,6,42003060300,6,2,3-2,40.4613238230245,-79.967608181354
"BIRMINGHAM BRG & 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,12,6,Bluff,6,4,42003010300,3,2,2-1,40.4377025073326,-79.9726464700476
"100 BLOCK REDLYN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,12,6,Knoxville,3,30,42003300100,5,3,4-7,40.4135204056189,-79.9914631271166
"800 BLOCK N MURTLAND ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2018,12,6,Homewood South,9,13,42003130300,2,5,3-17,40.457586306317,-79.9014619376031
"FREDERICK ST & WOODLAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,12,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4692028355512,-80.0294869453461
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,1,0,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,1,0,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"2600 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,1,0,Perry South,6,26,42003261500,1,1,1-23,40.4711827668287,-80.0084511227419
"200 BLOCK ADDISON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,1,Terrace Village,6,5,42003051100,3,2,2-1,40.4421028203366,-79.9767087002062
"2ND AVE & FLOWERS AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,1,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4099970544861,-79.9440805031567
"900 BLOCK MEMORY LN PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,2,Bedford Dwellings,6,5,42003050900,3,2,2-1,40.449061253082,-79.9809055382023
"WEBSTER & JUNILA PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4496273659038,-79.9725263344249
"CHANCE WAY & TULLYMET ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,2,Hazelwood,5,15,42003562900,3,4,2-13,40.4151473194216,-79.9441311956726
"7200 BLOCK MT VERNON ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2019,1,2,Homewood North,9,13,42003130100,2,5,3-17,40.4611940783522,-79.8944010830047
"7000 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,1,2,Homewood South,9,13,42003130300,2,5,3-17,40.4557013748821,-79.9021898717394
"200 BLOCK MARSDEN ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,1,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4108155301279,-79.9421855731169
"2900 BLOCK GLEN MAWR ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,1,2,Sheraden,2,20,42003562500,5,6,1-16,40.4551893197363,-80.0512621204587
"FELICIA WAY & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,1,3,Homewood South,9,13,42003130300,2,5,3-17,40.4574421648646,-79.8987161474731
"E ELIZABETH ST & GERTRUDE ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4073803176081,-79.9416184137479
"MELWOOD AVE & JEWEL ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,3,Polish Hill,7,6,42003060500,6,2,2-6,40.4583561222949,-79.9631341626806
"PERRYSVILLE AVE & LEGION WAY PITTSBURGH, PA 15214",1,1,0,0,0,0,2019,1,3,Perry South,6,26,42003261500,1,1,1-23,40.4714561247133,-80.008942803462
"900 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,0,1,0,0,2019,1,4,Central Business District,6,2,42003020100,6,2,1-3,40.4429453058994,-79.9979394801918
"CEDAR AVE & EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,1,4,Allegheny Center,1,22,42003562700,1,1,1-6,40.4533202108365,-80.0016971625207
"CALIFORNIA AVE & BRIGHTON PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,1,4,California-Kirkbride,6,25,42003250700,1,1,1-9,40.4595202164001,-80.0177198324633
"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,1,4,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
"1200 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,0,1,0,0,2019,1,4,Manchester,6,21,42003210700,1,1,1-8,40.4538946562779,-80.0227497678265
"BENNETT ST & OAKWOOD ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2019,1,4,Homewood South,9,13,42003130400,2,5,3-17,40.4540344303134,-79.8856522299568
"WEBSTER AVE & MORGAN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4511573827113,-79.9689239466568
"200 BLOCK SUNCREST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,4,Knoxville,3,30,42003300100,5,3,4-7,40.4104130633895,-79.9903900532115
"7700 BLOCK KELLY ST PITTSBURGH, PA 15221",1,0,0,0,0,1,2019,1,4,Homewood South,9,13,42003130400,2,5,3-17,40.4535980266957,-79.8885393018747
"PENN AVE & 26TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,1,4,Strip District,7,2,42003020300,6,2,2-25,40.4549123922245,-79.97844825202
"3000 BLOCK JANE ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,1,5,South Side Slopes,3,16,42003160800,3,3,4-24,40.4232146388069,-79.9650175863571
"CENTRE AVE & ERIN ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,1,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4443505785035,-79.9789025999371
"1600 BLOCK SPRING GARDEN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,1,6,Spring Garden,1,26,42003241200,1,1,1-11,40.466162807489,-79.9852949634079
